CA,36664
TX,35021
IL,13161
FL,12299
AZ,11412
NV,10413
MO,10020
GA,8597
PA,7980
NY,6643
NC,6240
VA,5627
CO,5495
WA,5447
TN,5192
MI,5187
KY,4917
OH,4591
UT,4252
MD,3817
LA,3622
MN,3290
NJ,2997
OK,2944
OR,2942
MA,2675
NM,2552
AK,2297
AL,1793
IN,1622
RI,1243
ID,1051
NE,968
CT,882
SC,855
AR,821
WI,712
MS,531
IA,526
NH,523
PR,483
MT,401
HI,320
KS,294
ME,277
ND,137
SD,135
VI,114
VT,97
WV,71
WY,54
